Purchase Transaction ID,Purchase_DATEID,Ship Mode,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Type
7631,5/7/2022,Second Class,Central,Technology,Machines,2519.958,7,0.4,-251.9958,Second Class - Corporate
7632,11/29/2022,Standard Class,Central,Technology,Phones,328.224,4,0.2,28.7196,Standard Class - Consumer
7633,8/2/2022,Standard Class,West,Technology,Accessories,79.9,2,0,35.156,Standard Class - Consumer
7634,7/18/2022,Standard Class,South,Office Supplies,Art,14.016,3,0.2,4.7304,Standard Class - Corporate
7635,6/30/2022,Standard Class,East,Office Supplies,Fasteners,7.56,6,0,0.3024,Standard Class - Consumer
7636,5/31/2022,Standard Class,East,Office Supplies,Storage,37.208,1,0.2,-7.4416,Standard Class - Corporate
7637,6/28/2022,Standard Class,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,Standard Class - Corporate
7638,2/25/2022,Second Class,West,Office Supplies,Storage,725.84,4,0,210.4936,Second Class - Corporate
7639,10/6/2022,First Class,West,Technology,Accessories,209.93,7,0,92.3692,First Class - Consumer
7640,6/29/2022,First Class,West,Furniture,Furnishings,5.28,3,0,2.3232,First Class - Consumer
7641,7/27/2022,First Class,West,Office Supplies,Binders,10.92,3,0.2,4.095,First Class - Consumer
7642,3/11/2022,First Class,West,Office Supplies,Paper,8.82,2,0,4.0572,First Class - Corporate
7643,8/8/2022,First Class,West,Office Supplies,Art,5.98,1,0,1.5548,First Class - Corporate
7644,1/21/2022,Standard Class,East,Office Supplies,Paper,11.648,2,0.2,4.0768,Standard Class - Corporate
7645,8/1/2022,Standard Class,East,Office Supplies,Paper,18.176,4,0.2,5.9072,Standard Class - Corporate
7646,8/26/2022,Standard Class,East,Office Supplies,Storage,59.712,6,0.2,5.9712,Standard Class - Corporate
7647,7/13/2022,Standard Class,East,Office Supplies,Labels,24.84,3,0.2,8.694,Standard Class - Corporate
7648,4/10/2022,Second Class,Central,Office Supplies,Binders,2.08,5,0.8,-3.432,Second Class - Consumer
7649,1/7/2022,Second Class,Central,Technology,Phones,1114.4,7,0.2,376.11,Second Class - Consumer
7650,6/17/2022,Standard Class,West,Furniture,Tables,1038.84,5,0.2,51.942,Standard Class - Consumer
7651,10/8/2022,Standard Class,West,Office Supplies,Paper,141.76,5,0.2,47.844,Standard Class - Consumer
7652,6/13/2022,Standard Class,West,Technology,Accessories,239.8,5,0.2,47.96,Standard Class - Consumer
7653,4/21/2022,Standard Class,West,Office Supplies,Paper,31.104,6,0.2,10.8864,Standard Class - Consumer
7654,12/6/2022,Second Class,South,Office Supplies,Binders,254.058,7,0.7,-169.372,Second Class - Corporate
7655,2/8/2022,Second Class,South,Office Supplies,Appliances,194.528,2,0.2,24.316,Second Class - Corporate
7656,11/25/2022,Second Class,South,Office Supplies,Supplies,961.48,5,0.2,-204.3145,Second Class - Corporate
7657,3/22/2022,Second Class,East,Office Supplies,Fasteners,19.096,7,0.2,6.6836,Second Class - Home Office
7658,2/14/2022,Second Class,East,Office Supplies,Labels,18.496,8,0.2,6.2424,Second Class - Home Office
7659,5/16/2022,Second Class,East,Technology,Accessories,255.984,2,0.2,54.3966,Second Class - Home Office
7660,3/9/2022,Second Class,East,Furniture,Bookcases,86.97,3,0.5,-48.7032,Second Class - Home Office
7661,7/3/2022,First Class,West,Furniture,Furnishings,300.416,8,0.2,78.8592,First Class - Corporate
7662,1/20/2022,First Class,West,Furniture,Chairs,230.352,3,0.2,20.1558,First Class - Corporate
7663,10/12/2022,First Class,West,Furniture,Furnishings,218.352,3,0.2,-24.5646,First Class - Corporate
7664,1/30/2022,First Class,West,Office Supplies,Binders,78.6,5,0.7,-62.88,First Class - Corporate
7665,12/19/2022,First Class,West,Office Supplies,Fasteners,27.552,3,0.2,9.2988,First Class - Corporate
7666,9/11/2022,Standard Class,East,Office Supplies,Paper,32.4,5,0,15.552,Standard Class - Corporate
7667,9/13/2022,Standard Class,East,Office Supplies,Storage,1082.48,8,0,10.8248,Standard Class - Corporate
7668,11/18/2022,Standard Class,East,Office Supplies,Paper,56.91,3,0,27.3168,Standard Class - Corporate
7669,5/14/2022,Standard Class,East,Furniture,Furnishings,77.6,4,0,38.024,Standard Class - Corporate
7670,8/19/2022,Standard Class,East,Office Supplies,Binders,14.28,1,0,6.5688,Standard Class - Corporate
7671,3/30/2022,Standard Class,Central,Furniture,Tables,219.075,3,0.5,-131.445,Standard Class - Consumer
7672,3/29/2022,Second Class,East,Furniture,Furnishings,26.8,2,0,12.864,Second Class - Corporate
7673,3/13/2022,Standard Class,Central,Office Supplies,Art,9.84,3,0,2.8536,Standard Class - Corporate
7674,9/15/2022,Standard Class,East,Office Supplies,Binders,45.48,3,0,20.9208,Standard Class - Home Office
7675,7/6/2022,Standard Class,East,Office Supplies,Art,289.2,6,0,83.868,Standard Class - Home Office
7676,6/26/2022,First Class,South,Office Supplies,Art,4.89,1,0,2.0049,First Class - Consumer
7677,11/30/2022,Second Class,West,Furniture,Furnishings,15.136,4,0.2,3.5948,Second Class - Corporate
7678,4/1/2022,Second Class,West,Furniture,Chairs,466.768,2,0.2,52.5114,Second Class - Corporate
7679,5/10/2022,Second Class,West,Furniture,Furnishings,15.232,1,0.2,1.7136,Second Class - Corporate
7680,6/3/2022,Second Class,West,Office Supplies,Labels,6.264,3,0.2,2.0358,Second Class - Corporate
7681,9/27/2022,Standard Class,East,Furniture,Furnishings,87.54,3,0,37.6422,Standard Class - Corporate
7682,10/16/2022,Standard Class,South,Technology,Phones,178.384,2,0.2,22.298,Standard Class - Corporate
7683,2/28/2022,Standard Class,South,Office Supplies,Paper,15.552,3,0.2,5.4432,Standard Class - Corporate
7684,5/29/2022,First Class,East,Office Supplies,Art,99.136,4,0.2,8.6744,First Class - Corporate
7685,5/5/2022,Standard Class,East,Furniture,Chairs,135.882,1,0.1,24.1568,Standard Class - Home Office
7686,7/25/2022,Standard Class,East,Technology,Machines,3991.98,2,0,1995.99,Standard Class - Home Office
7687,4/24/2022,Standard Class,East,Technology,Phones,275.94,6,0,80.0226,Standard Class - Home Office
7688,3/24/2022,Standard Class,East,Technology,Accessories,360,4,0,129.6,Standard Class - Home Office
7689,8/10/2022,Standard Class,East,Office Supplies,Storage,43.57,1,0,13.071,Standard Class - Home Office
7690,8/21/2022,Standard Class,West,Office Supplies,Fasteners,7.16,2,0,3.58,Standard Class - Corporate
7691,1/25/2022,Standard Class,West,Office Supplies,Binders,251.52,6,0.2,81.744,Standard Class - Corporate
7692,4/15/2022,Standard Class,West,Technology,Accessories,99.99,1,0,34.9965,Standard Class - Corporate
7693,9/20/2022,Second Class,South,Furniture,Furnishings,15.992,1,0.2,0.9995,Second Class - Corporate
7694,6/21/2022,First Class,East,Technology,Phones,290.898,3,0.4,-67.8762,First Class - Consumer
7695,1/14/2022,First Class,East,Office Supplies,Storage,54.224,2,0.2,3.389,First Class - Consumer
7696,7/17/2022,First Class,East,Furniture,Chairs,786.744,4,0.3,-258.5016,First Class - Consumer
7697,9/13/2022,First Class,East,Office Supplies,Labels,100.24,10,0.2,33.831,First Class - Consumer
7698,9/29/2022,First Class,East,Office Supplies,Binders,37.764,6,0.7,-27.6936,First Class - Consumer
7699,12/24/2022,Second Class,East,Technology,Phones,82.8,2,0.4,-20.7,Second Class - Consumer
7700,6/28/2022,Second Class,East,Office Supplies,Binders,20.724,2,0.7,-13.816,Second Class - Consumer
7701,12/31/2022,Second Class,East,Office Supplies,Binders,4.896,3,0.7,-3.4272,Second Class - Consumer
7702,4/5/2022,Second Class,West,Office Supplies,Binders,4.752,1,0.2,1.6038,Second Class - Consumer
7703,2/20/2022,Second Class,West,Technology,Copiers,959.984,2,0.2,335.9944,Second Class - Consumer
7704,8/4/2022,Second Class,West,Office Supplies,Binders,14.368,4,0.2,4.49,Second Class - Consumer
7705,5/4/2022,Standard Class,West,Office Supplies,Binders,7.712,2,0.2,2.7956,Standard Class - Corporate
7706,6/22/2022,Standard Class,West,Furniture,Tables,698.352,3,0.2,-17.4588,Standard Class - Corporate
7707,2/7/2022,Second Class,West,Office Supplies,Fasteners,4.96,4,0,2.3312,Second Class - Consumer
7708,7/30/2022,Second Class,East,Office Supplies,Art,17.856,4,0.2,1.116,Second Class - Corporate
7709,9/28/2022,Second Class,East,Office Supplies,Binders,509.97,10,0.7,-407.976,Second Class - Corporate
7710,9/15/2022,Second Class,East,Office Supplies,Fasteners,30.992,13,0.2,10.0724,Second Class - Corporate
7711,2/22/2022,Second Class,East,Technology,Phones,71.928,12,0.4,8.3916,Second Class - Corporate
7712,12/20/2022,Standard Class,Central,Office Supplies,Storage,88.8,4,0.2,-2.22,Standard Class - Consumer
7713,5/14/2022,Standard Class,West,Technology,Phones,47.976,3,0.2,4.7976,Standard Class - Consumer
7714,6/14/2022,Standard Class,East,Office Supplies,Art,7.56,3,0,3.0996,Standard Class - Consumer
7715,3/10/2022,Standard Class,East,Office Supplies,Paper,24.56,2,0,11.5432,Standard Class - Consumer
7716,7/21/2022,Standard Class,East,Office Supplies,Art,12.96,2,0,4.1472,Standard Class - Consumer
7717,1/13/2022,First Class,East,Technology,Accessories,6.79,1,0,2.3086,First Class - Home Office
7718,9/30/2022,First Class,East,Office Supplies,Paper,24.56,2,0,11.5432,First Class - Home Office
7719,5/30/2022,First Class,East,Office Supplies,Binders,3.048,1,0.2,1.0668,First Class - Home Office
7720,1/29/2022,First Class,East,Office Supplies,Paper,49.12,4,0,23.0864,First Class - Home Office
7721,1/24/2022,First Class,East,Office Supplies,Binders,4355.168,4,0.2,1415.4296,First Class - Home Office
7722,2/24/2022,Standard Class,East,Furniture,Bookcases,388.704,6,0.2,-4.8588,Standard Class - Consumer
7723,6/22/2022,Standard Class,East,Office Supplies,Envelopes,8.26,2,0,3.7996,Standard Class - Consumer
7724,6/19/2022,Standard Class,East,Office Supplies,Art,17.04,4,0,6.9864,Standard Class - Consumer
7725,8/28/2022,Standard Class,East,Office Supplies,Paper,34.4,5,0,15.824,Standard Class - Consumer
7726,7/20/2022,Standard Class,South,Office Supplies,Paper,36.24,5,0.2,11.325,Standard Class - Corporate
7727,2/9/2022,First Class,South,Office Supplies,Appliances,647.84,8,0,168.4384,First Class - Corporate
7728,6/19/2022,First Class,South,Office Supplies,Labels,20.7,2,0,9.936,First Class - Corporate
7729,6/7/2022,Standard Class,East,Office Supplies,Labels,20.7,2,0,9.936,Standard Class - Consumer
7730,6/21/2022,Standard Class,East,Furniture,Chairs,488.646,3,0.1,86.8704,Standard Class - Consumer
7731,7/21/2022,Standard Class,East,Office Supplies,Art,5.56,2,0,1.4456,Standard Class - Consumer
7732,4/25/2022,Standard Class,East,Furniture,Furnishings,47.12,8,0,20.7328,Standard Class - Consumer
7733,10/26/2022,Standard Class,West,Office Supplies,Storage,211.96,4,0,8.4784,Standard Class - Consumer
7734,1/8/2022,Same Day,East,Office Supplies,Binders,23.2,4,0,10.44,Same Day - Corporate
7735,4/2/2022,Same Day,East,Office Supplies,Supplies,7.36,2,0,0.1472,Same Day - Corporate
7736,1/29/2022,Same Day,East,Office Supplies,Storage,104.79,7,0,29.3412,Same Day - Corporate
7737,3/23/2022,Same Day,East,Furniture,Bookcases,1043.92,4,0,271.4192,Same Day - Corporate
7738,9/27/2022,Standard Class,Central,Office Supplies,Paper,25.92,5,0.2,9.396,Standard Class - Consumer
7739,8/13/2022,Standard Class,Central,Office Supplies,Storage,53.424,3,0.2,4.6746,Standard Class - Consumer
7740,5/27/2022,Standard Class,West,Office Supplies,Binders,8.16,5,0.7,-5.712,Standard Class - Consumer
7741,5/15/2022,Standard Class,West,Technology,Accessories,1023.936,8,0.2,179.1888,Standard Class - Consumer
7742,4/2/2022,Standard Class,West,Office Supplies,Art,9.24,1,0.2,0.924,Standard Class - Consumer
7743,10/4/2022,Standard Class,West,Technology,Accessories,479.04,10,0.2,-29.94,Standard Class - Consumer
7744,4/28/2022,First Class,Central,Office Supplies,Paper,99.136,4,0.2,30.98,First Class - Corporate
7745,2/5/2022,Standard Class,East,Furniture,Tables,1488.424,7,0.3,-297.6848,Standard Class - Corporate
7746,2/18/2022,Standard Class,Central,Office Supplies,Appliances,8.652,3,0.8,-20.3322,Standard Class - Consumer
7747,7/9/2022,Standard Class,Central,Office Supplies,Storage,23.832,3,0.2,2.6811,Standard Class - Consumer
7748,5/14/2022,Standard Class,Central,Office Supplies,Binders,12.176,4,0.8,-18.8728,Standard Class - Consumer
7749,11/7/2022,First Class,West,Office Supplies,Paper,50.96,7,0,25.48,First Class - Corporate
7750,10/23/2022,First Class,West,Office Supplies,Binders,49.536,3,0.2,17.3376,First Class - Corporate
7751,10/26/2022,Second Class,Central,Technology,Accessories,41.9,2,0,8.799,Second Class - Corporate
7752,4/2/2022,Standard Class,South,Furniture,Tables,375.4575,3,0.45,-157.0095,Standard Class - Consumer
7753,6/13/2022,Standard Class,South,Technology,Accessories,83.976,3,0.2,-1.0497,Standard Class - Consumer
7754,4/22/2022,Standard Class,East,Technology,Machines,482.34,4,0.7,-337.638,Standard Class - Corporate
7755,4/6/2022,Standard Class,East,Furniture,Furnishings,2.96,1,0.2,0.777,Standard Class - Corporate
7756,3/25/2022,First Class,East,Office Supplies,Art,2.624,1,0.2,0.4264,First Class - Consumer
7757,6/28/2022,Standard Class,East,Office Supplies,Binders,23.36,4,0.2,7.884,Standard Class - Consumer
7758,2/17/2022,Standard Class,East,Technology,Accessories,39.98,2,0,13.5932,Standard Class - Consumer
7759,6/4/2022,Second Class,West,Technology,Phones,246.384,2,0.2,27.7182,Second Class - Consumer
7760,1/7/2022,Second Class,West,Technology,Copiers,1799.97,3,0,701.9883,Second Class - Consumer
7761,10/8/2022,Second Class,Central,Office Supplies,Binders,12.462,3,0.8,-20.5623,Second Class - Corporate
7762,6/13/2022,Standard Class,West,Office Supplies,Binders,75.792,3,0.2,25.5798,Standard Class - Home Office
7763,4/9/2022,Second Class,East,Office Supplies,Storage,49.96,2,0,9.4924,Second Class - Corporate
7764,4/16/2022,Second Class,East,Office Supplies,Paper,12.96,2,0,6.2208,Second Class - Corporate
7765,7/24/2022,Standard Class,Central,Office Supplies,Supplies,70.12,4,0,21.036,Standard Class - Home Office
7766,4/6/2022,Second Class,Central,Office Supplies,Storage,35.952,3,0.2,3.5952,Second Class - Consumer
7767,1/2/2022,Second Class,Central,Furniture,Bookcases,2396.2656,4,0.32,-317.1528,Second Class - Consumer
7768,7/29/2022,Second Class,Central,Office Supplies,Storage,131.136,4,0.2,-32.784,Second Class - Consumer
7769,1/14/2022,Second Class,Central,Technology,Accessories,57.584,2,0.2,0.7198,Second Class - Consumer
7770,8/20/2022,First Class,South,Office Supplies,Paper,9.568,2,0.2,3.4684,First Class - Consumer
7771,2/25/2022,Standard Class,South,Office Supplies,Art,39.072,6,0.2,9.768,Standard Class - Corporate
7772,2/6/2022,Standard Class,East,Office Supplies,Appliances,35.91,3,0,9.6957,Standard Class - Consumer
7773,3/31/2022,Standard Class,West,Technology,Accessories,179.95,5,0,37.7895,Standard Class - Consumer
7774,3/23/2022,Standard Class,West,Technology,Copiers,1199.976,3,0.2,434.9913,Standard Class - Consumer
7775,6/20/2022,Standard Class,West,Office Supplies,Paper,27.15,5,0,13.3035,Standard Class - Consumer
7776,11/13/2022,Standard Class,West,Furniture,Tables,1004.024,7,0.2,-112.9527,Standard Class - Consumer
7777,10/22/2022,Standard Class,West,Office Supplies,Paper,9.68,1,0,4.6464,Standard Class - Consumer
7778,4/27/2022,Standard Class,West,Office Supplies,Labels,28.35,9,0,13.608,Standard Class - Consumer
7779,4/27/2022,Standard Class,West,Office Supplies,Paper,55.98,1,0,27.4302,Standard Class - Consumer
7780,2/26/2022,Standard Class,West,Furniture,Bookcases,1336.829,13,0.15,31.4548,Standard Class - Consumer
7781,1/30/2022,Standard Class,West,Furniture,Chairs,113.568,2,0.2,-18.4548,Standard Class - Consumer
7782,2/18/2022,Standard Class,West,Office Supplies,Paper,139.86,7,0,65.7342,Standard Class - Corporate
7783,4/25/2022,Standard Class,West,Furniture,Chairs,307.136,4,0.2,26.8744,Standard Class - Corporate
7784,1/17/2022,Standard Class,West,Office Supplies,Art,95.92,8,0,25.8984,Standard Class - Consumer
7785,11/11/2022,Standard Class,West,Furniture,Chairs,383.8,5,0.2,38.38,Standard Class - Consumer
7786,7/7/2022,Standard Class,South,Office Supplies,Paper,5.78,1,0,2.8322,Standard Class - Corporate
7787,9/22/2022,Standard Class,West,Office Supplies,Art,9.32,4,0,2.7028,Standard Class - Corporate
7788,7/21/2022,Standard Class,West,Office Supplies,Envelopes,15.25,1,0,7.015,Standard Class - Corporate
7789,5/8/2022,First Class,West,Technology,Accessories,196.752,6,0.2,56.5662,First Class - Consumer
7790,11/16/2022,Standard Class,East,Furniture,Furnishings,56.56,4,0,14.7056,Standard Class - Corporate
7791,12/10/2022,Standard Class,East,Office Supplies,Storage,32.7,3,0,8.502,Standard Class - Corporate
7792,7/19/2022,Second Class,South,Furniture,Chairs,866.4,4,0,225.264,Second Class - Consumer
7793,4/24/2022,Second Class,Central,Furniture,Furnishings,28.4,2,0,11.076,Second Class - Corporate
7794,5/24/2022,Second Class,Central,Office Supplies,Binders,287.92,8,0,138.2016,Second Class - Corporate
7795,12/13/2022,First Class,East,Technology,Machines,69.99,1,0,30.0957,First Class - Home Office
7796,6/6/2022,Standard Class,Central,Office Supplies,Art,6.672,6,0.2,0.5004,Standard Class - Corporate
7797,10/10/2022,Standard Class,South,Office Supplies,Binders,189.588,2,0.7,-145.3508,Standard Class - Home Office
7798,12/30/2022,Standard Class,South,Technology,Accessories,408.744,7,0.2,76.6395,Standard Class - Home Office
7799,6/8/2022,Standard Class,South,Technology,Accessories,291.96,5,0.2,54.7425,Standard Class - Home Office
7800,9/7/2022,Standard Class,South,Office Supplies,Storage,4.768,2,0.2,-0.7748,Standard Class - Home Office
7801,1/12/2022,First Class,East,Office Supplies,Storage,714.3,5,0,207.147,First Class - Consumer
7802,2/8/2022,Standard Class,South,Office Supplies,Binders,4.812,2,0.7,-3.6892,Standard Class - Consumer
7803,4/13/2022,Standard Class,South,Technology,Accessories,247.8,5,0.2,-18.585,Standard Class - Consumer
7804,4/14/2022,Second Class,Central,Technology,Machines,1007.979,3,0.3,43.1991,Second Class - Home Office
7805,5/22/2022,Second Class,Central,Office Supplies,Paper,313.488,7,0.2,113.6394,Second Class - Home Office
7806,10/22/2022,Standard Class,Central,Office Supplies,Paper,31.872,8,0.2,11.5536,Standard Class - Corporate
7807,8/23/2022,Second Class,East,Furniture,Chairs,207.846,3,0.1,2.3094,Second Class - Corporate
7808,5/2/2022,Second Class,Central,Furniture,Furnishings,12.22,1,0,3.666,Second Class - Consumer
